uuid,source,orig_id,h3_0,h3_1,h3_2,h3_3,h3_4,h3_5,h3_6,h3_7,h3_8,h3_9,h3_10,h3_11,h3_12,h3_13,h3_14,h3_15
026520e1-9a76-4110-b413-d960e6402a09,Mapillary,1133863157714716,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7aabfffff,891faa7aab7ffff,8a1faa7aab77fff,8b1faa7aab71fff,8c1faa7aab71bff,8d1faa7aab71a3f,8e1faa7aab71a27,8f1faa7aab71a22
5b98d3fe-b33b-4fc5-b7bd-0fa2bcd105c7,Mapillary,485731497515639,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7aaffffff,881faa7aabfffff,891faa7aab3ffff,8a1faa7aab0ffff,8b1faa7aab0efff,8c1faa7aab0ebff,8d1faa7aab0ea7f,8e1faa7aab0ea57,8f1faa7aab0ea55
3e736d74-dd8f-4715-b99a-936f355dc671,Mapillary,489141386945280,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a87fffff,891faa7a873ffff,8a1faa7a8707fff,8b1faa7a8706fff,8c1faa7a8706bff,8d1faa7a8706aff,8e1faa7a8706ae7,8f1faa7a8706ae0
dc319893-b358-4912-8d76-7216113af96d,Mapillary,974000961115644,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a81fffff,891faa7a80bffff,8a1faa7a80b7fff,8b1faa7a80b6fff,8c1faa7a80b63ff,8d1faa7a80b623f,8e1faa7a80b6207,8f1faa7a80b6201
5e931a8d-7a23-4763-9e6d-736764d2b41c,Mapillary,1419127005466124,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a81fffff,891faa7a80fffff,8a1faa7a80d7fff,8b1faa7a80d3fff,8c1faa7a80d3dff,8d1faa7a80d3c3f,8e1faa7a80d3c1f,8f1faa7a80d3c1c
c5201d60-2e23-4243-87a4-954fc7ccc981,Mapillary,1409660647095500,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a81fffff,891faa7a80bffff,8a1faa7a80b7fff,8b1faa7a80b6fff,8c1faa7a80b0dff,8d1faa7a80b0dbf,8e1faa7a80b0d97,8f1faa7a80b0d94
db1c7a8f-d283-4d0f-bda4-f70d60706ae7,Mapillary,1656339628530936,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a81fffff,891faa7a803ffff,8a1faa7a800ffff,8b1faa7a800efff,8c1faa7a800e1ff,8d1faa7a800e0ff,8e1faa7a800e0d7,8f1faa7a800e0d2
24cae8a9-04f5-4487-bbb2-562de380f6b3,Mapillary,462437353066378,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a81fffff,891faa7a81bffff,8a1faa7a819ffff,8b1faa7a819afff,8c1faa7a819a7ff,8d1faa7a819a7bf,8e1faa7a819a7af,8f1faa7a819a7a9
97efc8ad-21ac-4c6d-adc2-9ec807317522,Mapillary,846943653559331,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a81fffff,891faa7a81bffff,8a1faa7a819ffff,8b1faa7a819efff,8c1faa7a819e9ff,8d1faa7a819e8ff,8e1faa7a819e8d7,8f1faa7a819e8d0
3809c80d-7394-41a2-93fd-8c62b209587f,Mapillary,1418312295551765,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a81fffff,891faa7a81bffff,8a1faa7a8187fff,8b1faa7a8186fff,8c1faa7a8186dff,8d1faa7a8186c7f,8e1faa7a8186c67,8f1faa7a8186c63
d9417538-cd5f-4c64-8a5d-11dc99b0a640,Mapillary,1183330716275511,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a8dfffff,891faa7a8c7ffff,8a1faa7a8c5ffff,8b1faa7a8c5bfff,8c1faa7a8c5b1ff,8d1faa7a8c5b17f,8e1faa7a8c5b167,8f1faa7a8c5b161
3e778a02-5ef2-4180-a16f-df1015a46af3,Mapillary,504217845596840,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a87fffff,891faa7a873ffff,8a1faa7a8727fff,8b1faa7a8721fff,8c1faa7a87217ff,8d1faa7a872167f,8e1faa7a8721657,8f1faa7a8721656
7be3fe0e-e962-4279-929b-08d3cea54311,Mapillary,1510549809543334,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a8dfffff,891faa7a8c7ffff,8a1faa7a8c47fff,8b1faa7a8c44fff,8c1faa7a8c443ff,8d1faa7a8c4423f,8e1faa7a8c44217,8f1faa7a8c44211
adc306de-52c8-44cf-8f44-5e1abc046900,Mapillary,330004030172339,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a81fffff,891faa7a803ffff,8a1faa7a8007fff,8b1faa7a8001fff,8c1faa7a8003bff,8d1faa7a8003b7f,8e1faa7a8003b47,8f1faa7a8003b40
1c3b0169-9fbf-47f1-8e27-7743260507d1,Mapillary,1169186977655824,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a87fffff,891faa7a873ffff,8a1faa7a8707fff,8b1faa7a8715fff,8c1faa7a8715bff,8d1faa7a8715a3f,8e1faa7a8715a2f,8f1faa7a8715a2e
7046af87-1888-40b9-904c-cc32ddc69758,Mapillary,1150126416233475,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a81fffff,891faa7a857ffff,8a1faa7a80b7fff,8b1faa7a80b6fff,8c1faa7a80b65ff,8d1faa7a80b643f,8e1faa7a80b641f,8f1faa7a80b6418
14c82e89-ea47-4f5f-99c2-e04888652d29,Mapillary,1557869048494817,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a81fffff,891faa7a81bffff,8a1faa7a819ffff,8b1faa7a819afff,8c1faa7a819adff,8d1faa7a819ac3f,8e1faa7a819ac07,8f1faa7a819ac00
ac9263d9-b0c6-417e-802f-9b5efe61cf98,Mapillary,483343130885198,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a81fffff,891faa7a81bffff,8a1faa7a856ffff,8b1faa7a856dfff,8c1faa7a856d3ff,8d1faa7a856d37f,8e1faa7a856d367,8f1faa7a856d365
0b0a384a-a082-4985-9647-1a8f91627315,Mapillary,1471447367586114,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a81fffff,891faa7a817ffff,8a1faa7a8147fff,8b1faa7a8143fff,8c1faa7a8143dff,8d1faa7a8143d3f,8e1faa7a8143d0f,8f1faa7a8143d08
86ae53c7-9f3d-4cf2-8aab-2497d0105c8c,Mapillary,1498926294053496,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a81fffff,891faa7a817ffff,8a1faa7a8147fff,8b1faa7a8142fff,8c1faa7a81427ff,8d1faa7a814263f,8e1faa7a8142607,8f1faa7a8142600
0c96a738-abbc-4c9c-a1e3-45a27f81b7b3,Mapillary,3926852070925164,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a85fffff,891faa7a857ffff,8a1faa7a8547fff,8b1faa7a8542fff,8c1faa7a8542bff,8d1faa7a8542a7f,8e1faa7a8542a47,8f1faa7a8542a45
d47bbcc4-2c98-42a2-9c63-9160cb379b0b,Mapillary,3800652013535060,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a8dfffff,891faa7a8c7ffff,8a1faa7a8c47fff,8b1faa7a8c43fff,8c1faa7a8c435ff,8d1faa7a8c4347f,8e1faa7a8c43447,8f1faa7a8c43444
2f8e5149-2922-4fdc-bea4-02dfde5fa9b5,Mapillary,1525354508399276,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a81fffff,891faa7a81bffff,8a1faa7a8187fff,8b1faa7a8195fff,8c1faa7a8195bff,8d1faa7a8195aff,8e1faa7a8195aef,8f1faa7a8195aee
f5a6fa21-de11-44ec-8129-537acf92925c,Mapillary,1082704200090293,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7aaffffff,881faa7aabfffff,891faa7aab7ffff,8a1faa7aab77fff,8b1faa7aab71fff,8c1faa7aab711ff,8d1faa7aab711bf,8e1faa7aab7118f,8f1faa7aab7118d
016b872d-a76a-4ab8-b5cb-cb27e2275dff,Mapillary,1198455021177271,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7aaffffff,881faa7aabfffff,891faa7aab3ffff,8a1faa7aab0ffff,8b1faa7aab08fff,8c1faa7aab089ff,8d1faa7aab08d7f,8e1faa7aab08d6f,8f1faa7aab08d69
a9dab29f-c24e-4acb-b1ab-5756a2239772,Mapillary,1459385814782176,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a81fffff,891faa7a81bffff,8a1faa7a819ffff,8b1faa7a819afff,8c1faa7a819adff,8d1faa7a819ac3f,8e1faa7a819ac17,8f1faa7a819ac14
8a20cc96-b035-4ded-9262-a3ee0e85616e,Mapillary,396666609530984,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7aabfffff,891faa7aab7ffff,8a1faa7aab67fff,8b1faa7aab61fff,8c1faa7aab61dff,8d1faa7aab61cbf,8e1faa7aab61c9f,8f1faa7aab61c9a
035b478c-b8a7-4b58-8c93-32064d9422bb,Mapillary,1129612571431869,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a87fffff,891faa7a87bffff,8a1faa7a8787fff,8b1faa7a8786fff,8c1faa7a87861ff,8d1faa7a878613f,8e1faa7a878612f,8f1faa7a878612e
e0e933fb-7c56-4329-8e8a-30832e53ae49,Mapillary,975915334254946,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a81fffff,891faa7a81bffff,8a1faa7a819ffff,8b1faa7a819afff,8c1faa7a819a1ff,8d1faa7a819a0ff,8e1faa7a819a0d7,8f1faa7a819a0d3
9e2cf818-240a-495e-a334-ec85f9874160,Mapillary,1146157839781732,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a81fffff,891faa7a817ffff,8a1faa7a8147fff,8b1faa7a8141fff,8c1faa7a81403ff,8d1faa7a814027f,8e1faa7a814025f,8f1faa7a814025a
d3bff3c5-035a-4b36-b5b5-3d0c52884b5a,Mapillary,928642498949228,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a87fffff,891faa7a87bffff,8a1faa7a8797fff,8b1faa7a8792fff,8c1faa7a87929ff,8d1faa7a879297f,8e1faa7a8792947,8f1faa7a8792943
61dbe12c-b5aa-4438-8fd0-5fc1c912bc78,Mapillary,1491143688160660,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a85fffff,891faa7a843ffff,8a1faa7a8427fff,8b1faa7a8422fff,8c1faa7a84227ff,8d1faa7a842267f,8e1faa7a842265f,8f1faa7a842264a
995fa419-80ae-41c5-b8bb-04e77ae3995d,Mapillary,449592771173658,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a81fffff,891faa7a803ffff,8a1faa7a802ffff,8b1faa7a8021fff,8c1faa7a802e9ff,8d1faa7a802e93f,8e1faa7a802e927,8f1faa7a802e920
f9eb4401-f6af-4f0d-bada-6c48a52e4d6f,Mapillary,782535137421700,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a8dfffff,891faa7a8c7ffff,8a1faa7a8c5ffff,8b1faa7a8c5dfff,8c1faa7a8c5d5ff,8d1faa7a8c5d5bf,8e1faa7a8c5d58f,8f1faa7a8c5d588
554c6f14-12be-4dd2-b951-a29b01f61299,Mapillary,468305245806679,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a87fffff,891faa7a87bffff,8a1faa7a8787fff,8b1faa7a8786fff,8c1faa7a87865ff,8d1faa7a878643f,8e1faa7a8786407,8f1faa7a8786415
054abda2-d686-4e78-b674-4f8f57a7d538,Mapillary,1302743154018830,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a8dfffff,891faa7a8c7ffff,8a1faa7a8c47fff,8b1faa7a8c44fff,8c1faa7a8c447ff,8d1faa7a8c4477f,8e1faa7a8c4476f,8f1faa7a8c44768
e83cde50-3d61-4374-88db-8c21fe1d1600,Mapillary,293188713817288,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a87fffff,891faa7a873ffff,8a1faa7a8717fff,8b1faa7a8710fff,8c1faa7a87101ff,8d1faa7a87100ff,8e1faa7a87100f7,8f1faa7a87100f4
2cd254ad-c049-423f-b37d-b3904e137ef2,Mapillary,345997618521041,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a85fffff,891faa7a857ffff,8a1faa7a854ffff,8b1faa7a854dfff,8c1faa7a854d9ff,8d1faa7a854d9bf,8e1faa7a854d9b7,8f1faa7a854d9b2
6ea32c5c-98fc-4ed3-a722-0c9ef433ed2e,Mapillary,1000461748133755,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a81fffff,891faa7a81bffff,8a1faa7a818ffff,8b1faa7a818efff,8c1faa7a818e7ff,8d1faa7a818e7bf,8e1faa7a818e78f,8f1faa7a818e78a
c4757cbf-e276-43a7-919a-d7b40ac1dc64,Mapillary,1631718204270832,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a85fffff,891faa7a857ffff,8a1faa7a854ffff,8b1faa7a854cfff,8c1faa7a854cbff,8d1faa7a854cabf,8e1faa7a854caa7,8f1faa7a854caa1
3b584f6d-e022-48dc-bd0d-3f178819c97b,Mapillary,278053825371209,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7aabfffff,891faa7aab7ffff,8a1faa7aab67fff,8b1faa7aab62fff,8c1faa7aab627ff,8d1faa7aab6263f,8e1faa7aab62617,8f1faa7aab62616
30d60b75-b434-41ed-9dd9-fe558edf260a,Mapillary,994959838670125,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a81fffff,891faa7a803ffff,8a1faa7a8007fff,8b1faa7a8004fff,8c1faa7a80043ff,8d1faa7a800433f,8e1faa7a8004317,8f1faa7a8004311
de4a9319-e7e9-4e47-877f-43f6bca56413,Mapillary,778164934304539,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a81fffff,891faa7a81bffff,8a1faa7a818ffff,8b1faa7a818efff,8c1faa7a818e7ff,8d1faa7a818e7bf,8e1faa7a818e7b7,8f1faa7a818e7b1
377b63f9-da84-4c02-9895-115c7f297f78,Mapillary,1622357688598487,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a87fffff,891faa7a873ffff,8a1faa7a8707fff,8b1faa7a8704fff,8c1faa7a87047ff,8d1faa7a87046bf,8e1faa7a8704687,8f1faa7a8704684
010416c1-eef3-4946-bd63-d8b4e8ac40d7,Mapillary,339249452563500,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a81fffff,891faa7a80fffff,8a1faa7a80e7fff,8b1faa7a80e1fff,8c1faa7a80e17ff,8d1faa7a80e163f,8e1faa7a80e1617,8f1faa7a80e1614
f608aa41-660d-46a2-919d-706a1369fa3e,Mapillary,971442118054871,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a81fffff,891faa7a803ffff,8a1faa7a800ffff,8b1faa7a800bfff,8c1faa7a800b5ff,8d1faa7a800b4ff,8e1faa7a800b4d7,8f1faa7a800b4d2
fd77ddbf-b4e0-44b7-9dae-18de9bca19b1,Mapillary,1699524747250397,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a8dfffff,891faa7a8c7ffff,8a1faa7a8c47fff,8b1faa7a8c43fff,8c1faa7a8c435ff,8d1faa7a8c4357f,8e1faa7a8c4356f,8f1faa7a8c4356a
3a8eb849-c181-44d0-ad5b-a42a3ba4bf97,Mapillary,1030354025472517,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7aaffffff,881faa7aabfffff,891faa7aab7ffff,8a1faa7aab77fff,8b1faa7aab71fff,8c1faa7aab715ff,8d1faa7aab714ff,8e1faa7aab714d7,8f1faa7aab714d3
43659e17-6522-4e20-9178-f62a19373fec,Mapillary,838522008252720,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a87fffff,891faa7a87bffff,8a1faa7a8797fff,8b1faa7a8792fff,8c1faa7a87905ff,8d1faa7a879297f,8e1faa7a879296f,8f1faa7a8792968
5c6e024f-ee2d-4fdc-a56d-942d76a63ac1,Mapillary,846144504230167,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a85fffff,891faa7a853ffff,8a1faa7a850ffff,8b1faa7a850bfff,8c1faa7a850b1ff,8d1faa7a850b0bf,8e1faa7a850b09f,8f1faa7a850b098
9022f2e7-514c-491f-a4cd-0a92cd57501a,Mapillary,8479070232121893,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a81fffff,891faa7a803ffff,8a1faa7a802ffff,8b1faa7a802efff,8c1faa7a802e9ff,8d1faa7a802e9bf,8e1faa7a802e9a7,8f1faa7a802e9a5
b00682d1-3a12-43fa-8d2c-97c7c7f00e2f,Mapillary,512630514522394,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a81fffff,891faa7a80fffff,8a1faa7a80c7fff,8b1faa7a80c0fff,8c1faa7a80c09ff,8d1faa7a80c08bf,8e1faa7a80c08a7,8f1faa7a80c08a6
abbdf183-e908-4762-8ea3-9a70c2f4e12c,Mapillary,8215113845213810,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7aabfffff,891faa7aab7ffff,8a1faa7aab67fff,8b1faa7aab61fff,8c1faa7aab61dff,8d1faa7aab61d7f,8e1faa7aab61d5f,8f1faa7aab61d59
5e79f7b1-a546-4e5c-861f-9bbb9213040e,Mapillary,1948236932280894,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a81fffff,891faa7a803ffff,8a1faa7a802ffff,8b1faa7a802cfff,8c1faa7a802cdff,8d1faa7a802ccbf,8e1faa7a802ccaf,8f1faa7a802ccab
f1373c69-80a8-4b5c-aed0-aafcc2ed9dbd,Mapillary,474763888624037,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a81fffff,891faa7a80fffff,8a1faa7a80c7fff,8b1faa7a80e3fff,8c1faa7a80e37ff,8d1faa7a80e36ff,8e1faa7a80e36e7,8f1faa7a80e36e0
f2ae2eb0-0a27-41b3-8bb9-bae967ed67d8,Mapillary,1175367930255197,801ffffffffffff,811fbffffffffff,821faffffffffff,831faafffffffff,841faa7ffffffff,851faa7bfffffff,861faa7afffffff,871faa7a8ffffff,881faa7a87fffff,891faa7aab7ffff,8a1faa7a8797fff,8b1faa7a8792fff,8c1faa7a8792dff,8d1faa7a8792c7f,8e1faa7a8792c47,8f1faa7a8792c42
