uuid,source,orig_id,timezone,utc_offset_s,calculated_day_night,hrs_aft_sunrise,hrs_aft_sunset
61dbe12c-b5aa-4438-8fd0-5fc1c912bc78,Mapillary,1491143688160660,Europe/Berlin,7200.0,day,5.85,
995fa419-80ae-41c5-b8bb-04e77ae3995d,Mapillary,449592771173658,Europe/Berlin,7200.0,night,-2.06,
f9eb4401-f6af-4f0d-bada-6c48a52e4d6f,Mapillary,782535137421700,Europe/Berlin,7200.0,night,,0.05
554c6f14-12be-4dd2-b951-a29b01f61299,Mapillary,468305245806679,Europe/Berlin,7200.0,night,-2.12,
054abda2-d686-4e78-b674-4f8f57a7d538,Mapillary,1302743154018830,Europe/Berlin,7200.0,day,5.98,
e83cde50-3d61-4374-88db-8c21fe1d1600,Mapillary,293188713817288,Europe/Berlin,7200.0,night,-2.11,
2cd254ad-c049-423f-b37d-b3904e137ef2,Mapillary,345997618521041,Europe/Berlin,7200.0,day,5.88,
6ea32c5c-98fc-4ed3-a722-0c9ef433ed2e,Mapillary,1000461748133755,Europe/Berlin,7200.0,day,5.92,
c4757cbf-e276-43a7-919a-d7b40ac1dc64,Mapillary,1631718204270832,Europe/Berlin,7200.0,day,5.88,
3b584f6d-e022-48dc-bd0d-3f178819c97b,Mapillary,278053825371209,Europe/Berlin,7200.0,night,-2.13,
30d60b75-b434-41ed-9dd9-fe558edf260a,Mapillary,994959838670125,Europe/Berlin,7200.0,night,-2.07,
de4a9319-e7e9-4e47-877f-43f6bca56413,Mapillary,778164934304539,Europe/Berlin,7200.0,day,5.92,
377b63f9-da84-4c02-9895-115c7f297f78,Mapillary,1622357688598487,Europe/Berlin,7200.0,night,-2.1,
010416c1-eef3-4946-bd63-d8b4e8ac40d7,Mapillary,339249452563500,Europe/Berlin,7200.0,night,-2.08,
f608aa41-660d-46a2-919d-706a1369fa3e,Mapillary,971442118054871,Europe/Berlin,7200.0,night,-2.08,
fd77ddbf-b4e0-44b7-9dae-18de9bca19b1,Mapillary,1699524747250397,Europe/Berlin,7200.0,night,,0.05
3a8eb849-c181-44d0-ad5b-a42a3ba4bf97,Mapillary,1030354025472517,Europe/Berlin,7200.0,night,-2.14,
43659e17-6522-4e20-9178-f62a19373fec,Mapillary,838522008252720,Europe/Berlin,7200.0,night,-2.13,
5c6e024f-ee2d-4fdc-a56d-942d76a63ac1,Mapillary,846144504230167,Europe/Berlin,7200.0,day,5.86,
9022f2e7-514c-491f-a4cd-0a92cd57501a,Mapillary,8479070232121893,Europe/Berlin,7200.0,night,-2.06,
b00682d1-3a12-43fa-8d2c-97c7c7f00e2f,Mapillary,512630514522394,Europe/Berlin,7200.0,night,-2.09,
abbdf183-e908-4762-8ea3-9a70c2f4e12c,Mapillary,8215113845213810,Europe/Berlin,7200.0,night,-2.13,
5e79f7b1-a546-4e5c-861f-9bbb9213040e,Mapillary,1948236932280894,Europe/Berlin,7200.0,night,-2.06,
f1373c69-80a8-4b5c-aed0-aafcc2ed9dbd,Mapillary,474763888624037,Europe/Berlin,7200.0,night,-2.09,
f2ae2eb0-0a27-41b3-8bb9-bae967ed67d8,Mapillary,1175367930255197,Europe/Berlin,7200.0,night,-2.13,
7ac358c9-b811-49e4-a3e7-4c226bfe7e68,Mapillary,1811611882657938,Europe/Berlin,7200.0,night,-2.06,
0923e370-19cf-4650-b698-f32192f29e6f,Mapillary,459877023568340,Europe/Berlin,7200.0,night,-2.08,
eb73758c-f0b3-4d42-9d11-a7fd258c1826,Mapillary,7618591368251620,Europe/Berlin,7200.0,night,,0.05
ff8ed2d1-6c40-47f5-b00e-c87e265042a5,Mapillary,1006301931197906,Europe/Berlin,7200.0,night,,0.1
f8495a0c-9329-40c6-8f45-2a126dd82444,Mapillary,1656323121855627,Europe/Berlin,7200.0,day,5.98,
28032a64-7573-4b5a-915a-b5b4efd14fdf,Mapillary,3584299245145240,Europe/Berlin,7200.0,night,-2.09,
af180461-74ba-447d-aa98-365839851420,Mapillary,338739542610017,Europe/Berlin,7200.0,day,5.87,
87788ed8-c85e-4448-98d4-4fee71b1f6bf,Mapillary,335584389615342,Europe/Berlin,7200.0,night,-2.11,
2ffbb098-f151-4e41-841e-8e6b0e96678f,Mapillary,1829545547536864,Europe/Berlin,7200.0,day,5.96,
e15454c9-d967-41ab-9bc6-11e57a03991d,Mapillary,1182177679589941,Europe/Berlin,7200.0,night,-2.1,
a8dd015c-8a37-46e5-af16-d22d93a2b336,Mapillary,1031777668553792,Europe/Berlin,7200.0,night,-2.06,
ae62555a-4b80-40c7-adbf-90265464a977,Mapillary,787771193560298,Europe/Berlin,7200.0,night,-2.13,
30e62607-31a8-4c1d-a513-ec35d9ec7c91,Mapillary,1178582123451865,Europe/Berlin,7200.0,night,,0.08
8b452f58-740a-44fc-8d9c-47ec7dac0108,Mapillary,400896672292423,Europe/Berlin,7200.0,day,5.95,
ddb47f3f-b6ab-41ba-a44e-2597f7b61f64,Mapillary,1161284998256813,Europe/Berlin,7200.0,night,-2.1,
651fce4f-bc3e-49a2-8cfe-231c8b34bc1e,Mapillary,334663733029461,Europe/Berlin,7200.0,night,-2.08,
00f9061f-01c8-46a2-8e27-f5081d863f9a,Mapillary,403271952743769,Europe/Berlin,7200.0,night,,0.08
131675f3-653a-4444-8645-d1ed1c3eff46,Mapillary,493338249754295,Europe/Berlin,7200.0,night,,0.06
bc9f1528-1dce-4d88-bd19-7aa1d8c79b03,Mapillary,1043740007122974,Europe/Berlin,7200.0,night,-2.15,
4614544e-e442-4cc4-b54e-b17e12d9d522,Mapillary,1001456204945916,Europe/Berlin,7200.0,night,-2.12,
39f9db07-40b9-45ee-8c8e-7021f7d5f136,Mapillary,886675383502223,Europe/Berlin,7200.0,night,-2.11,
8ead2c0f-6939-4ccf-b9e2-bb72e09c364f,Mapillary,1889414818211478,Europe/Berlin,7200.0,night,,0.08
14ef7f3a-8ab6-47c6-a078-a33ace682d18,Mapillary,989488855878651,Europe/Berlin,7200.0,day,5.99,
9a4bd2ac-3ee6-4cef-ba78-be6f9fc112f3,Mapillary,999172088471422,Europe/Berlin,7200.0,night,-2.06,
37a3c849-8555-4df1-8bc0-c2e2cc169296,Mapillary,454294054230456,Europe/Berlin,7200.0,night,-2.09,
1c4f27fd-e471-48b7-a408-89dbca701cef,Mapillary,1019990306442244,Europe/Berlin,7200.0,night,-2.1,
8c52be8c-0426-4ca8-9ee1-df457e7b6102,Mapillary,352881327676105,Europe/Berlin,7200.0,night,-2.08,
709b67e9-bd90-4edd-b73b-e461ba910941,Mapillary,989142915954144,Europe/Berlin,7200.0,day,5.95,
dd0a2743-7eae-4f03-b80e-fbc9260a1f2b,Mapillary,7497907456998049,Europe/Berlin,7200.0,day,5.87,
daf4b847-ccd6-4fe3-8b3e-91b1c0a7eb0f,Mapillary,1909054292896423,Europe/Berlin,7200.0,night,-2.1,
aa7fe59f-afd8-40d0-a7f5-9c30147b0af0,Mapillary,487893786990482,Europe/Berlin,7200.0,day,5.88,
77fa19c5-697f-422d-a292-8b192d64401b,Mapillary,1142669890340271,Europe/Berlin,7200.0,day,5.95,
24772166-8c12-4ab4-b0ca-22e61df0d858,Mapillary,3452254475065759,Europe/Berlin,7200.0,night,,0.11
aeef27c2-ed44-4ee7-a085-5af44a0aa661,Mapillary,26003698152608405,Europe/Berlin,7200.0,night,-2.06,
54394413-e31e-4407-ae02-8c75a14b5306,Mapillary,463277549650695,Europe/Berlin,7200.0,night,-2.12,
dc14d363-49d2-4f50-80ac-9f12d070df80,Mapillary,1511284963147152,Europe/Berlin,7200.0,night,-2.05,
c9e21f5e-9267-407e-93cd-23f5b30dccb6,Mapillary,1170977017478406,Europe/Berlin,7200.0,night,-2.05,
a672f86b-44d2-43e1-8ec7-e72c188a2c82,Mapillary,2215509462146402,Europe/Berlin,7200.0,night,-2.15,
cf93ccc0-d172-4a8e-8777-8d001a814bd6,Mapillary,513175891234449,Europe/Berlin,7200.0,night,,0.05
7133fb27-3156-4738-aef3-cd69a87d6abf,Mapillary,1014911840002501,Europe/Berlin,7200.0,night,-2.09,
40fa0d7e-004d-4f34-81e9-5cf3de12343a,Mapillary,1035894681533788,Europe/Berlin,7200.0,night,-2.08,
9fb05a71-d295-45fa-8a39-13314ac0b264,Mapillary,1336570890687342,Europe/Berlin,7200.0,night,,0.05
cf9e4241-d047-40f5-a426-2e4b635446db,Mapillary,1448577566027237,Europe/Berlin,7200.0,day,5.98,
6e1eff96-c2e7-4b87-82df-2110a5d29bf3,Mapillary,1904484350015621,Europe/Berlin,7200.0,night,-2.13,
9c8bbefc-2fdd-42b6-9d06-d7b221b76a3a,Mapillary,1635504660517299,Europe/Berlin,7200.0,night,-2.1,
5c22a3c4-9b84-451d-8b48-3cda080fc53f,Mapillary,900792935140055,Europe/Berlin,7200.0,day,5.92,
b43a8828-8a6c-494e-a3f7-d3cc94c7e18f,Mapillary,487001273919529,Europe/Berlin,7200.0,night,-2.1,
5f34193d-724c-4045-801b-9a94dd1a0800,Mapillary,913573707199476,Europe/Berlin,7200.0,night,-2.07,
d9e29a19-0d3f-4418-b589-7d501eae1673,Mapillary,840686344076770,Europe/Berlin,7200.0,day,5.92,
82ab5495-b814-461e-a122-44575ade6ab9,Mapillary,1185266139261461,Europe/Berlin,7200.0,night,-2.12,
ddc7a98c-d9a6-407f-9943-fc441c654d7d,Mapillary,887211876565189,Europe/Berlin,7200.0,night,-2.13,
5df517f9-42ad-4118-a147-6fba23fc8a77,Mapillary,1012143653702743,Europe/Berlin,7200.0,night,-2.11,
e9a5ff7f-5f30-42ac-8371-299ec99bf40d,Mapillary,383015147716530,Europe/Berlin,7200.0,night,-2.12,
f7d05e94-2165-4610-af6a-dd56880a47c0,Mapillary,945323057281319,Europe/Berlin,7200.0,day,5.95,
9cba81d4-5158-479c-a395-692433df6df5,Mapillary,935084285035287,Europe/Berlin,7200.0,night,-2.12,
fda5d3a5-dab4-4a33-967a-64c20e3be451,Mapillary,493907663306878,Europe/Berlin,7200.0,night,-2.11,
d39e9c08-1cb9-4c1b-9fe0-84331c65b0e6,Mapillary,1190794169013827,Europe/Berlin,7200.0,night,,0.04
3971d29d-6460-4cc4-b72a-a81044ad773c,Mapillary,408386125580126,Europe/Berlin,7200.0,night,-2.08,
9dfe910e-5629-4b5f-98ad-1fcb88d09b86,Mapillary,472465962391143,Europe/Berlin,7200.0,night,-2.06,
99db161d-466c-4d9e-9148-b83136272202,Mapillary,1203286370825396,Europe/Berlin,7200.0,night,-2.15,
810b5e01-7653-4c1a-9183-3e8b0be1c495,Mapillary,1147210903250016,Europe/Berlin,7200.0,night,-2.13,
d2333f04-cd96-46dd-89d6-ff01f40a4a7d,Mapillary,1695703581283656,Europe/Berlin,7200.0,night,-2.07,
ccf64769-b225-491f-ac7a-89873c5eeb36,Mapillary,1900524643723625,Europe/Berlin,7200.0,day,5.95,
3ff40256-158c-478c-a276-1c3b0f101b33,Mapillary,2699366130262124,Europe/Berlin,7200.0,day,5.91,
5da5f54c-f771-4064-8433-869eae00e0a7,Mapillary,1530352757691885,Europe/Berlin,7200.0,night,,0.06
7430169d-7ccf-481e-82ba-6b570e4a4a0e,Mapillary,464780013087991,Europe/Berlin,7200.0,night,-2.06,
3bb60e0c-6e90-41b1-b628-1a7324e1f7ab,Mapillary,1223142132188212,Europe/Berlin,7200.0,day,5.97,
f35bf685-fa8b-4192-abd3-786745730de8,Mapillary,484602677513181,Europe/Berlin,7200.0,night,-2.13,
35c4ae22-ee6a-4583-b035-44e31722ceb4,Mapillary,1856995651474763,Europe/Berlin,7200.0,night,,0.06
1b091d15-4637-4306-aff7-0312b89d4a93,Mapillary,977510097183349,Europe/Berlin,7200.0,night,,0.11
76c1783f-0129-46ba-a90d-5d8a2e259790,Mapillary,994127679384407,Europe/Berlin,7200.0,night,-2.13,
f3e9e74e-9a38-4ece-9736-d968c3715f3a,Mapillary,841887337849799,Europe/Berlin,7200.0,night,-2.12,
3a85f24f-bbf6-4442-bf74-34d1992fe082,Mapillary,1948649808921895,Europe/Berlin,7200.0,night,-2.08,
666bee3f-4a00-4bb5-8b44-2ad8c1bb0b8d,Mapillary,1167501744338265,Europe/Berlin,7200.0,night,-2.12,
f309db57-6f74-4f44-87f1-b4215a007d1a,Mapillary,971955161080560,Europe/Berlin,7200.0,day,5.92,
cb722be0-eed5-4d9d-b0df-9f6137d61dfd,Mapillary,1418478882193413,Europe/Berlin,7200.0,night,-2.11,
a954fb39-d83a-46f7-8504-52b750909e95,Mapillary,7701903153197587,Europe/Berlin,7200.0,day,5.95,
0779dc72-927d-491e-bf61-bb84fa6ffa6d,Mapillary,997972854986021,Europe/Berlin,7200.0,night,-2.13,
ad6261a8-f7da-4e8b-9b84-9d7a837201d8,Mapillary,2181366235530913,Europe/Berlin,7200.0,day,5.9,
c9c5b5dc-2a19-40d1-9ec0-57bd46c3a082,Mapillary,1139667627290295,Europe/Berlin,7200.0,night,-2.06,
9e0016d9-d809-4721-b829-45c4c2de0326,Mapillary,999620331815866,Europe/Berlin,7200.0,day,5.88,
b7c4ea30-b0e0-4ed7-ac26-be3bb9b35764,Mapillary,492773613173141,Europe/Berlin,7200.0,day,5.89,
15a8dff1-8f72-4af3-b9b5-9b8c9af83104,Mapillary,825751065820694,Europe/Berlin,7200.0,day,5.99,
82aaa07a-2cc9-408f-94b3-cc23a6aab3b2,Mapillary,466551669341978,Europe/Berlin,7200.0,night,-2.09,
dd606e31-d41e-47d0-b139-bad43ae86826,Mapillary,1561459761453718,Europe/Berlin,7200.0,night,-2.06,
bdad0be7-cc83-470e-8041-acaa29d3c9c7,Mapillary,483186770954383,Europe/Berlin,7200.0,day,5.87,
f2bd04e0-29cb-41c5-9bfc-0dc8710447f9,Mapillary,502324918865316,Europe/Berlin,7200.0,night,-2.06,
17e3102b-dd2c-45f0-a49b-07fed4808438,Mapillary,394940933601476,Europe/Berlin,7200.0,night,-2.1,
7f7f3a8a-acc6-4d4c-886e-af3d1ae8e6f6,Mapillary,1547738609428943,Europe/Berlin,7200.0,day,5.98,
0cf88d01-d6db-4d65-a274-e79621790561,Mapillary,3281859431948276,Europe/Berlin,7200.0,night,,0.09
8e957687-bdf6-4254-a8d8-9b29a01349b6,Mapillary,497817726116880,Europe/Berlin,7200.0,night,-2.1,
73c2f301-c9e8-4f24-8103-3d9abf6a46d2,Mapillary,1067976934684360,Europe/Berlin,7200.0,night,-2.08,
eabcf474-670a-40b6-98e8-a92baf700811,Mapillary,496546979406507,Europe/Berlin,7200.0,night,,0.1
c6765016-3f69-4be9-80c8-69696e2b6447,Mapillary,2130381620679588,Europe/Berlin,7200.0,night,,0.1
f7e1d8e5-beac-4787-ac2f-92f107871681,Mapillary,813651184198571,Europe/Berlin,7200.0,night,-2.08,
a2b32267-6db1-499d-8aae-b16cab5920c7,Mapillary,1679981515740387,Europe/Berlin,7200.0,day,5.95,
cc11b302-1840-4694-b3f9-3d41f6f8f1e6,Mapillary,422578917430283,Europe/Berlin,7200.0,day,5.86,
8b756abe-cf9c-4cc9-b238-ce0c8455af60,Mapillary,1550616632198868,Europe/Berlin,7200.0,night,-2.12,
98554630-5026-40a2-a300-e8dca427a1d9,Mapillary,1558055981806387,Europe/Berlin,7200.0,night,-2.13,
6c180851-a279-4993-8339-54f5b7a88321,Mapillary,473132205413952,Europe/Berlin,7200.0,night,-2.09,
0d4b7b85-5012-4cbd-8474-32ba58b4079c,Mapillary,1138995944039332,Europe/Berlin,7200.0,day,5.95,
9416dcf4-b64d-4b79-be89-7f24332c2857,Mapillary,3937333183216384,Europe/Berlin,7200.0,night,,0.05
df191dbc-ba6f-4421-b677-9a3aac55c5e6,Mapillary,1034055614992273,Europe/Berlin,7200.0,day,5.9,
1e109e0a-23b3-4b2d-835d-e54e8e2f1c5a,Mapillary,483321567615972,Europe/Berlin,7200.0,night,,0.11
5781de8f-b75c-4045-926d-37ce950ef21b,Mapillary,864705002381010,Europe/Berlin,7200.0,night,,0.08
c1803fb9-7b66-47f4-afc3-8487859175ed,Mapillary,829685655359663,Europe/Berlin,7200.0,day,5.9,
34e142fe-e34c-4293-8aa9-d0d3cd5e44aa,Mapillary,1207989513876753,Europe/Berlin,7200.0,night,,0.08
ad60d9d9-4655-4480-8f80-6533d4105283,Mapillary,1901796796948681,Europe/Berlin,7200.0,night,,0.05
958b4d3b-26cb-4ad4-92b2-acfb1978c08c,Mapillary,2434530853420921,Europe/Berlin,7200.0,day,5.97,
2f464f91-41b7-4d3c-9b3f-4992faa6cabf,Mapillary,783502603936168,Europe/Berlin,7200.0,day,5.92,
1c96a6d5-ffda-45c4-a6f1-30f75bdc44b0,Mapillary,481062501135409,Europe/Berlin,7200.0,night,,0.1
d34023a5-d996-423f-a5d0-85361cdf199a,Mapillary,1513007286320880,Europe/Berlin,7200.0,day,5.98,
5bf79b5e-23b7-47f7-af31-254504d675bd,Mapillary,704545008472276,Europe/Berlin,7200.0,night,-2.12,
6bec45d4-9931-4c3d-a64c-41fc6f5b2ba3,Mapillary,1598904380690429,Europe/Berlin,7200.0,night,,0.1
b447d959-6dce-456d-a0c9-ccf9c6356399,Mapillary,1862804127529171,Europe/Berlin,7200.0,night,-2.08,
b5da37cd-dc2c-43f7-9e87-bad1767bfe2d,Mapillary,492968389771914,Europe/Berlin,7200.0,night,-2.13,
7c6559bd-f579-4770-a9d1-74d1797dc16a,Mapillary,917108653519545,Europe/Berlin,7200.0,night,-2.08,
578a9d45-b8f6-4f4d-882a-07277aef3a35,Mapillary,985954486341716,Europe/Berlin,7200.0,night,-2.12,
44f42db7-ec1c-4edc-9d8e-223b9152d9e8,Mapillary,339168565902396,Europe/Berlin,7200.0,night,-2.12,
85355b09-f21d-4f2b-900a-378df5245877,Mapillary,7840667672642913,Europe/Berlin,7200.0,day,5.96,
be532e89-78a7-40a4-bdfb-ddcd14e73f29,Mapillary,487418220431069,Europe/Berlin,7200.0,day,5.91,
71795884-8c9d-483e-a9c4-d2ff193e0be7,Mapillary,707699211487775,Europe/Berlin,7200.0,night,-2.05,
2555513a-57f2-4500-8ac7-70c917674f2d,Mapillary,7922487917835899,Europe/Berlin,7200.0,night,-2.11,
2bf30553-7cbb-4144-9b44-c57c066c4706,Mapillary,2246202469063228,Europe/Berlin,7200.0,night,-2.09,
0dcabab5-0ab1-4538-beff-c7162b8d09d8,Mapillary,1223705715665696,Europe/Berlin,7200.0,night,-2.07,
9116fad3-ac25-4df0-a3ef-89a87a7910e6,Mapillary,2134700763583296,Europe/Berlin,7200.0,day,5.87,
b3a34b25-97b1-4abd-a0df-f3853386edcd,Mapillary,1021509629678889,Europe/Berlin,7200.0,night,-2.11,
57eff3a7-7fc4-4245-8251-f0f2e76cb3ec,Mapillary,395739909529491,Europe/Berlin,7200.0,day,5.87,
1fdb9054-1173-43e0-8505-df34b9ee5743,Mapillary,758945359514273,Europe/Berlin,7200.0,night,-2.13,
16594195-5b32-4bf9-8404-d3b6abfdaba6,Mapillary,757089276635858,Europe/Berlin,7200.0,night,-2.11,
63c23b45-bf8a-4528-9c4a-bf40321022ad,Mapillary,518188657223608,Europe/Berlin,7200.0,night,-2.07,
3158dc3e-09e2-43d4-b6b1-33b77b751c87,Mapillary,1018079373346945,Europe/Berlin,7200.0,night,-2.06,
907ce019-118f-44ef-a5ea-c40cdd8b5e7e,Mapillary,462400879832953,Europe/Berlin,7200.0,night,,0.07
74cd321d-5794-4c41-b73b-20a6fbbcc74a,Mapillary,349753601334612,Europe/Berlin,7200.0,night,-2.1,
4e18a443-6ac1-4275-be84-596fa067b2f2,Mapillary,864846772332443,Europe/Berlin,7200.0,night,-2.06,
6c6daca2-121a-4018-b1da-2c3110dab7ee,Mapillary,1032697241774635,Europe/Berlin,7200.0,night,-2.07,
c21a3109-55fe-4e88-9927-987db833a239,Mapillary,376703385523420,Europe/Berlin,7200.0,night,-2.07,
11877327-5e23-4838-8780-87123546deb4,Mapillary,987229109863670,Europe/Berlin,7200.0,night,-2.05,
a61e6935-8afb-4f24-9b6e-a1c682797e94,Mapillary,1757491125075970,Europe/Berlin,7200.0,night,,0.11
22a1448d-520e-483b-810a-e7f136bfaa97,Mapillary,1212829536542788,Europe/Berlin,7200.0,night,,0.08
0748c0db-e773-475d-9175-27d4bfca4145,Mapillary,1605231626687476,Europe/Berlin,7200.0,night,-2.12,
4515d3e6-bfeb-4df8-ae79-98f3fe0b8a8a,Mapillary,860005509368630,Europe/Berlin,7200.0,night,,0.09
e1e8a28c-7dc0-4f5a-86e0-55cda887c02b,Mapillary,989619542643410,Europe/Berlin,7200.0,day,5.98,
1f15915f-8ff0-44f8-9220-d76567a74969,Mapillary,1555242525032152,Europe/Berlin,7200.0,day,5.92,
f00e0cc4-10b0-4b73-b597-d98648df2791,Mapillary,7717245985058448,Europe/Berlin,7200.0,night,-2.15,
690b5767-2f0f-42ad-9898-323be808a96d,Mapillary,8069559783075194,Europe/Berlin,7200.0,day,5.99,
53255f4c-45cc-4034-b3e0-827508918fef,Mapillary,1484130295564350,Europe/Berlin,7200.0,night,-2.1,
fad83ffd-3b07-44db-bdff-e966003d3534,Mapillary,1457157845165028,Europe/Berlin,7200.0,night,-2.1,
6987bee2-a298-44b0-a8ac-cadd3b586659,Mapillary,1402183420455929,Europe/Berlin,7200.0,night,-2.07,
cbe9af64-b7f0-4c47-a820-fd67172aa286,Mapillary,1463312221224064,Europe/Berlin,7200.0,night,-2.08,
802aa899-9b5d-4b9e-96cb-27dc20b606b8,Mapillary,514675914354108,Europe/Berlin,7200.0,night,-2.12,
9d1e985c-8eeb-4563-a439-bfe2c0808955,Mapillary,1027931928680260,Europe/Berlin,7200.0,day,5.87,
9f3a2b40-92b3-4fd6-9171-0c1597eb67b7,Mapillary,448127788005240,Europe/Berlin,7200.0,night,-2.11,
8f340198-4035-410a-a570-b63f5c7e1fba,Mapillary,1309751236650188,Europe/Berlin,7200.0,day,5.98,
d2802ab0-a363-40ea-91de-3ef9c55a2938,Mapillary,1002949081621359,Europe/Berlin,7200.0,night,-2.06,
341887ce-de87-4a3d-877e-7ebf5459280a,Mapillary,858846149598157,Europe/Berlin,7200.0,day,5.91,
308a6039-5a74-4689-a44a-449ad990e970,Mapillary,486571980402359,Europe/Berlin,7200.0,day,5.97,
3373286a-ab8e-420e-8fab-e58dfba432c0,Mapillary,820591476366340,Europe/Berlin,7200.0,day,5.98,
d07e9053-92af-44da-a390-440650f2f3ee,Mapillary,848162613826614,Europe/Berlin,7200.0,day,5.95,
df24f649-ac4e-4fbb-b28b-aa057ab11dd4,Mapillary,1136744587441280,Europe/Berlin,7200.0,day,5.9,
